SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Cryptotis parva,Least shrew,Eulipotyphla,Soricidae,Cryptotis,3.5,4.5,0.113698630136986,0.0575342465753425,0.164,6.3,310.15
Myosorex varius,Forest shrew,Eulipotyphla,Soricidae,Myosorex,2.1,17.5,,,,,308.95
Neomys anomalus,Southern water shrew,Eulipotyphla,Soricidae,Neomys,2.0,15.0,0.29041095890411,0.0712328767123288,0.373,13.1,308.15
Neomys fodiens,Eurasian water shrew,Eulipotyphla,Soricidae,Neomys,3.1,15.0,0.29041095890411,0.0547945205479452,0.328,16.0,310.45
Sorex alpinus,Alpine shrew,Eulipotyphla,Soricidae,Sorex,1.3,7.8,,,0.267,7.8,311.75
Sorex araneus,Eurasian shrew,Eulipotyphla,Soricidae,Sorex,3.2,9.0,0.73013698630137,0.0575342465753425,0.348,8.4,308.15
Sorex arcticus,Arctic shrew,Eulipotyphla,Soricidae,Sorex,1.5,8.2,1.0,0.0465753424657534,,,
Sorex caecutiens,Laxmann's shrew,Eulipotyphla,Soricidae,Sorex,3.0,5.4,0.790336215466667,0.0574364814090019,,,
Sorex cinereus,Cinereus shrew,Eulipotyphla,Soricidae,Sorex,1.9,4.3,0.421917808219178,0.0520547945205479,0.238,5.2,311.55
Sorex coronatus,Crowned shrew,Eulipotyphla,Soricidae,Sorex,1.1,9.6,0.762794520547945,0.063013698630137,0.29,9.1,310.75
Sorex fumeus,Smoky shrew,Eulipotyphla,Soricidae,Sorex,1.3,7.5,0.832876712328767,0.0575342465753425,,,
Sorex minutus,Eurasian pygmy shrew,Eulipotyphla,Soricidae,Sorex,2.0,7.2,0.832876712328767,0.0657534246575342,0.179,4.1,311.65
Sorex monticolus,Montane shrew,Eulipotyphla,Soricidae,Sorex,1.3,6.0,1.0,,,,
Sorex ornatus,Ornate shrew,Eulipotyphla,Soricidae,Sorex,1.4,5.6,1.0,0.0575342465753425,0.292,9.7,
Sorex palustris,Water shrew,Eulipotyphla,Soricidae,Sorex,1.5,12.0,0.246575342465753,0.063013698630137,,,311.75
Sorex trowbridgii,Trowbridge's shrew,Eulipotyphla,Soricidae,Sorex,1.5,7.5,0.790336215466667,0.0574364814090019,,,
Sorex vagrans,Vagrant shrew,Eulipotyphla,Soricidae,Sorex,2.1,7.0,1.14345205479452,0.0547945205479452,0.157,5.2,311.15
Suncus etruscus,White-toothed pygmy shrew,Eulipotyphla,Soricidae,Suncus,3.2,2.1,1.0,0.073972602739726,0.063,2.4,309.15
Suncus murinus,Asian house shrew,Eulipotyphla,Soricidae,Suncus,3.2,45.9,0.0986301369863014,0.0821917808219178,0.403,39.7,311.85
Condylura cristata,Star-nosed mole,Eulipotyphla,Talpidae,Condylura,2.5,55.3,0.832876712328767,0.10958904109589,0.615,49.0,310.85
Galemys pyrenaicus,Pyrenean desman,Eulipotyphla,Talpidae,Galemys,5.0,57.5,2.0,0.0821917808219178,,,
Mogera wogura,Japanese mole,Eulipotyphla,Talpidae,Mogera,3.2,97.0,,0.10958904109589,,,
Parascalops breweri,Hairy-tailed mole,Eulipotyphla,Talpidae,Parascalops,5.0,62.5,0.821917808219178,0.0958904109589041,,,
Scalopus aquaticus,Eastern mole,Eulipotyphla,Talpidae,Scalopus,6.2,90.0,0.917808219178082,0.0986301369863014,0.378,48.0,309.15
Talpa europaea,European mole,Eulipotyphla,Talpidae,Talpa,7.0,92.5,0.498630136986301,0.0767123287671233,,,
Orycteropus afer,Aardvark,Tubulidentata,Orycteropodidae,Orycteropus,29.8,60000.0,2.0,0.616438356164384,34.275,48000.0,307.65
Alligator mississippiensis,American alligator,Crocodilia,Alligatoridae,Alligator,77.0,150000.0,12.0,,0.1539,1079.0,295.31
Alligator sinensis,Chinese alligator,Crocodilia,Alligatoridae,Alligator,65.0,,,,,,
Caiman crocodilus,Spectacled caiman,Crocodilia,Alligatoridae,Caiman,40.0,,,,,,
Caiman latirostris,Broad-snouted caiman,Crocodilia,Alligatoridae,Caiman,58.0,,,,,,
Melanosuchus niger,Black caiman,Crocodilia,Alligatoridae,Melanosuchus,40.0,,,,,,
Paleosuchus palpebrosus,Dwarf caiman,Crocodilia,Alligatoridae,Paleosuchus,24.1,,,,,,
Paleosuchus trigonatus,Smooth-fronted caiman,Crocodilia,Alligatoridae,Paleosuchus,40.0,,,,,,
Crocodylus acutus,American crocodile,Crocodilia,Crocodylidae,Crocodylus,47.0,,,,,,
Crocodylus intermedius,Orinoco crocodile,Crocodilia,Crocodylidae,Crocodylus,41.0,,,,,,
Crocodylus johnstoni,Johnson's crocodile,Crocodilia,Crocodylidae,Crocodylus,55.0,,,,,,
Crocodylus moreletii,Morelet's crocodile,Crocodilia,Crocodylidae,Crocodylus,25.4,,,,,,
Crocodylus niloticus,Nile crocodile,Crocodilia,Crocodylidae,Crocodylus,56.0,,,,,,
Crocodylus novaeguineae,New Guinea crocodile,Crocodilia,Crocodylidae,Crocodylus,51.0,,,,,,
Crocodylus palustris,Mugger or marsh crocodile,Crocodilia,Crocodylidae,Crocodylus,44.0,,,,,,
Crocodylus porosus,Saltwater crocodile,Crocodilia,Crocodylidae,Crocodylus,57.0,,,,,,
Crocodylus rhombifer,Cuban crocodile,Crocodilia,Crocodylidae,Crocodylus,48.0,,,,,,
Crocodylus siamensis,Siamese crocodile,Crocodilia,Crocodylidae,Crocodylus,49.0,,,,,,
Mecistops cataphractus,African slender-snouted crocodile,Crocodilia,Crocodylidae,Mecistops,56.1,,,,,,
Osteolaemus tetraspis,West African dwarf crocodile,Crocodilia,Crocodylidae,Osteolaemus,70.0,40000.0,5.0,,,,
Gavialis gangeticus,Gharial,Crocodilia,Gavialidae,Gavialis,59.0,,,,,,
Tomistoma schlegelii,False gharial,Crocodilia,Gavialidae,Tomistoma,24.7,,,,,,
Sphenodon punctatus,Tuatara,Rhynchocephalia,Sphenodontidae,Sphenodon,90.0,430.0,12.0,,0.0605,430.0,295.5
Acrochordus arafurae,Arafuran file snake,Squamata,Acrochordidae,Acrochordus,8.8,,,,,,
Acrochordus javanicus,Javan wart snake,Squamata,Acrochordidae,Acrochordus,5.8,,,,,,
Acanthocercus atricollis,Plains agama,Squamata,Agamidae,Acanthocercus,6.0,,,,,,
Agama impalearis,Bibron's agama,Squamata,Agamidae,Agama,6.0,,,,,,
Amphibolurus nobbi,Nobbi,Squamata,Agamidae,Amphibolurus,,,,,,,
Calotes versicolor,Indian changeable lizard,Squamata,Agamidae,Calotes,5.0,,,,,,
Chlamydosaurus kingii,Frilled lizard,Squamata,Agamidae,Chlamydosaurus,9.9,,,,,,
Hydrosaurus amboinensis,Sailfin lizard,Squamata,Agamidae,Hydrosaurus,24.4,,,,,,
Hydrosaurus pustulatus,Philippine sailfin lizard,Squamata,Agamidae,Hydrosaurus,15.2,,,,,,
Laudakia stellio,Levant starred lizard,Squamata,Agamidae,Laudakia,6.0,,,,,,
Leiolepis belliana,Butterfly lizard,Squamata,Agamidae,Leiolepis,5.6,,,,,,
Physignathus cocincinus,Water dragon,Squamata,Agamidae,Physignathus,15.3,,,,,,
Physignathus lesueurii,Eastern water dragon,Squamata,Agamidae,Physignathus,18.9,,,,,,
Pogona barbata,Eastern bearded dragon,Squamata,Agamidae,Pogona,9.9,,,,,,
Pogona vitticeps,Central bearded dragon,Squamata,Agamidae,Pogona,12.0,500.0,,,,,
Uromastyx acanthinura,North African spiny dabb lizard,Squamata,Agamidae,Uromastyx,11.4,,,,,,
Uromastyx aegyptia,Egyptian spiny-tailed lizard,Squamata,Agamidae,Uromastyx,15.3,,,,,,
Uromastyx dispar,Sudan mastigure,Squamata,Agamidae,Uromastyx,17.0,,,,,,
Amphisbaena alba,Red worm lizard,Squamata,Amphisbaenidae,Amphisbaena,15.1,,,,,,
Blanus cinereus,Spanish grey amphisbaena,Squamata,Amphisbaenidae,Blanus,16.0,,,,,,
Anguis fragilis,Slow worm,Squamata,Anguidae,Anguis,54.0,,,,,,
Diploglossus monotropis,Galliwasp,Squamata,Anguidae,Diploglossus,12.3,,,,,,
Elgaria kingii,Madrean alligator lizard,Squamata,Anguidae,Elgaria,12.3,,,,,,
Elgaria multicarinata,Southern alligator lizard,Squamata,Anguidae,Elgaria,9.8,31.5,,,0.0132,31.5,295.5
Gerrhonotus liocephalus,Texas alligator lizard,Squamata,Anguidae,Gerrhonotus,,,,,,,
Ophisaurus ventralis,Eastern glass lizard,Squamata,Anguidae,Ophisaurus,14.8,,,,,,
Pseudopus apodus,Armored glass lizard,Squamata,Anguidae,Pseudopus,54.0,450.0,2.0,0.115068493150685,,,
Atractaspis bibronii,Bibron's mole viper,Squamata,Atractaspididae,Atractaspis,23.9,,,,,,
Boa constrictor,Boa constrictor,Squamata,Boidae,Boa,40.4,3532.0,3.0,0.342465753424658,0.3589,3532.0,293.0
Chilabothrus angulifer,Cuban boa,Squamata,Boidae,Chilabothrus,22.6,,,,,,
Chilabothrus chrysogaster,Turks and Caicos boa,Squamata,Boidae,Chilabothrus,14.2,,,,,,
Chilabothrus exsul,Abaco Island boa,Squamata,Boidae,Chilabothrus,21.7,,,,,,
Chilabothrus fordii,Haitian ground boa,Squamata,Boidae,Chilabothrus,24.4,,,,,,
Chilabothrus inornatus,Puerto rican boa,Squamata,Boidae,Chilabothrus,23.9,,,,,,
Chilabothrus striatus,Haitian boa,Squamata,Boidae,Chilabothrus,22.1,,,,,,
Chilabothrus subflavus,Jamaica boa,Squamata,Boidae,Chilabothrus,24.3,,,,,,
Corallus annulatus,Annulated boa,Squamata,Boidae,Corallus,15.3,,,,,,
Corallus caninus,Emerald tree-boa,Squamata,Boidae,Corallus,18.6,,,,,,
Corallus hortulanus,Amazonian tree boa,Squamata,Boidae,Corallus,15.0,,,,,,
Epicrates cenchria,Rainbow boa,Squamata,Boidae,Epicrates,31.0,,,,,,
Eunectes deschauenseei,Dark-spotted anaconda,Squamata,Boidae,Eunectes,23.2,,,,,,
Eunectes murinus,Green anaconda,Squamata,Boidae,Eunectes,31.8,,,,,,
Eunectes notaeus,Paraguayan anaconda,Squamata,Boidae,Eunectes,23.6,,,,,,
Casarea dussumieri,Round Island boas,Squamata,Bolyeriidae,Casarea,17.8,,,,,,
Candoia aspera,New Guinea boa,Squamata,Candoiidae,Candoia,9.9,,,,,,
Candoia bibroni,Pacific tree boa,Squamata,Candoiidae,Candoia,16.9,,,,,,
Candoia carinata,Pacific ground boa,Squamata,Candoiidae,Candoia,16.6,,,,,,
Underwoodisaurus milii,Thick-tailed gecko,Squamata,Carphodactylidae,Underwoodisaurus,12.0,,,,,,
Calumma parsonii,Parson's chameleon,Squamata,Chamaeleonidae,Calumma,9.0,,,,,,
Chamaeleo chamaeleon,Common chameleon,Squamata,Chamaeleonidae,Chamaeleo,3.6,,,,,,
Chamaeleo dilepis,Flapneck chameleon,Squamata,Chamaeleonidae,Chamaeleo,4.0,,,,,,
Furcifer labordi,Labord's chameleon,Squamata,Chamaeleonidae,Furcifer,0.4,,0.164383561643836,0.712328767123288,,,
Furcifer pardalis,Panther chameleon,Squamata,Chamaeleonidae,Furcifer,5.2,,,,,,
Trioceros jacksonii,Jackson's chameleon,Squamata,Chamaeleonidae,Trioceros,8.2,,,,,,
Charina bottae,Rubber boa,Squamata,Charinidae,Charina,26.5,,,,,,
Lichanura trivirgata,Rosy boa,Squamata,Charinidae,Lichanura,31.0,450.0,,0.356164383561644,,,
Ungaliophis continentalis,Round-spot banana boa,Squamata,Charinidae,Ungaliophis,17.7,,,,,,
Ungaliophis panamensis,Panama wood snake,Squamata,Charinidae,Ungaliophis,14.2,,,,,,
Arizona elegans,Glossy snake,Squamata,Colubridae,Arizona,19.1,,,,,,
Bogertophis subocularis,Trans-pecos rat snake,Squamata,Colubridae,Bogertophis,23.8,,2.0,,,,
Boiga blandingii,Blanding's cat snake,Squamata,Colubridae,Boiga,12.6,,,,,,
Boiga cynodon,Dog-tooth cat snake,Squamata,Colubridae,Boiga,9.6,,,,,,
Boiga dendrophila,Mangrove snake,Squamata,Colubridae,Boiga,17.0,,,,,,
Boiga irregularis,Brown tree snake,Squamata,Colubridae,Boiga,13.1,,,,,,
Boiga trigonata,Common catsnake/indian gamma snake,Squamata,Colubridae,Boiga,8.2,,,,,,
Cemophora coccinea,Scarlet snake,Squamata,Colubridae,Cemophora,10.4,,,,,,
Chilomeniscus stramineus,Banded sand snake,Squamata,Colubridae,Chilomeniscus,4.0,,,,,,
Clelia clelia,Mussarana,Squamata,Colubridae,Clelia,11.5,,,,,,
Clonophis kirtlandii,Kirtland's snake,Squamata,Colubridae,Clonophis,8.4,,,,,,
Coluber constrictor,Northern black racer,Squamata,Colubridae,Coluber,10.0,,,,,,
Coluber ravergieri,Palaearctic tail-lined snake,Squamata,Colubridae,Coluber,13.8,,,,,,
Dasypeltis atra,Montane egg eater,Squamata,Colubridae,Dasypeltis,,,,,,,
Dasypeltis medici,East African egg-eating snake,Squamata,Colubridae,Dasypeltis,8.6,,,,,,
Dasypeltis scabra,African egg-eating snake,Squamata,Colubridae,Dasypeltis,22.1,,,,,,
Dinodon rufozonatum,Red barded snake,Squamata,Colubridae,Dinodon,13.7,,,,,,
Drymarchon corais,Indigo snake,Squamata,Colubridae,Drymarchon,25.9,,,,,,
Elaphe bairdi,Baird's rat snake,Squamata,Colubridae,Elaphe,16.3,,,,,,
Elaphe climacophora,Japanese rat snake,Squamata,Colubridae,Elaphe,13.1,,,,,,
Elaphe flavirufa,Yellow-red/tropical rat snake,Squamata,Colubridae,Elaphe,16.3,,,,,,
Elaphe guttata,Corn snake,Squamata,Colubridae,Elaphe,32.3,900.0,1.64383561643836,,,,
Elaphe helena,Trinket snake,Squamata,Colubridae,Elaphe,15.0,,2.0,,,,
Elaphe moellendorffi,Red-headed rat snake,Squamata,Colubridae,Elaphe,21.1,,,,,,
Elaphe obsoleta,Black rat snake,Squamata,Colubridae,Elaphe,33.9,,4.0,,,,
Elaphe quadrivirgata,Japanese four-lined rat snake,Squamata,Colubridae,Elaphe,16.8,,,,,,
Elaphe schrenckii,Russian ratsnake,Squamata,Colubridae,Elaphe,13.7,,,,,,
Elaphe situla,European leopard snake,Squamata,Colubridae,Elaphe,23.0,,,,,,
Elaphe taeniura,Taipan beauty snake,Squamata,Colubridae,Elaphe,11.6,,,,,,
Elaphe vulpina,Eastern fox snake,Squamata,Colubridae,Elaphe,17.0,,,,,,
Farancia abacura,Western mud snake,Squamata,Colubridae,Farancia,19.0,,,,,,
Gonyosoma oxycephalum,Red-tailed rat snake,Squamata,Colubridae,Gonyosoma,15.1,,,,,,
Heterodon nasicus,Mexican hognose snake,Squamata,Colubridae,Heterodon,19.8,,2.0,0.153424657534247,,,
Heterodon platirhinos,Eastern hognose snake,Squamata,Colubridae,Heterodon,9.1,,2.0,,,,
Hydrodynastes gigas,False water snake,Squamata,Colubridae,Hydrodynastes,16.9,,,,,,
Hypsiglena torquata,Night snake,Squamata,Colubridae,Hypsiglena,12.2,,,,,,
Lampropeltis alterna,Gray-banded kingsnake,Squamata,Colubridae,Lampropeltis,19.7,,,,,,
Lampropeltis calligaster,Prairie kingsnake,Squamata,Colubridae,Lampropeltis,23.8,,3.0,,,,
Lampropeltis getula,Common kingsnake,Squamata,Colubridae,Lampropeltis,33.3,,3.0,,,,
Lampropeltis mexicana,Greer's kingsnake,Squamata,Colubridae,Lampropeltis,15.6,,,,,,
Lampropeltis pyromelana,Sonoran mountain kingsnake,Squamata,Colubridae,Lampropeltis,22.4,,,,,,
Lampropeltis triangulum,Milk snake,Squamata,Colubridae,Lampropeltis,22.6,,,,,,
Lampropeltis zonata,California mountain kingsnake,Squamata,Colubridae,Lampropeltis,28.8,,,,,,
Lamprophis fuliginosus,African house snake,Squamata,Colubridae,Lamprophis,9.0,,0.498630136986301,,,,
Leioheterodon madagascariensis,Madagascar giant hognose snake,Squamata,Colubridae,Leioheterodon,27.2,,,,,,
Leptophis mexicanus,Parrot snake,Squamata,Colubridae,Leptophis,7.7,,,,,,
Macroprotodon cucullatus,False smooth snake,Squamata,Colubridae,Macroprotodon,5.9,,,,,,
Masticophis flagellum,Coachwhip,Squamata,Colubridae,Masticophis,20.2,,,,,,
Mehelya capensis,Lapi file snake,Squamata,Colubridae,Mehelya,10.9,,,,,,
Natrix natrix,Grass snake,Squamata,Colubridae,Natrix,20.0,96.25,4.0,,0.0295,94.2,290.25
Nerodia erythrogaster,Plain-bellied water snake,Squamata,Colubridae,Nerodia,14.8,,,,,,
Nerodia sipedon,Northern water snake,Squamata,Colubridae,Nerodia,9.6,,2.0,,,,
Nerodia taxispilota,Brown water snake,Squamata,Colubridae,Nerodia,6.1,,,,,,
Opheodrys aestivus,Rough greensnake,Squamata,Colubridae,Opheodrys,7.2,,2.0,,,,
Opheodrys vernalis,Smooth green snake,Squamata,Colubridae,Opheodrys,6.1,,,,,,
Oxybelis aeneus,Brown vine snake,Squamata,Colubridae,Oxybelis,15.2,,,,,,
Pituophis catenifer,Gopher snake,Squamata,Colubridae,Pituophis,33.8,,,,,,
Pituophis melanoleucus,Bull snake,Squamata,Colubridae,Pituophis,22.4,,,,,,
Psammophis subtaeniatus,Stripe-belly sand racer,Squamata,Colubridae,Psammophis,5.8,,,,,,
Pseudaspis cana,Mole snake,Squamata,Colubridae,Pseudaspis,8.3,,,,,,
Ptyas mucosus,Indian rat snake,Squamata,Colubridae,Ptyas,11.3,,,,,,
Regina septemvittata,Queen snake,Squamata,Colubridae,Regina,19.3,,3.0,,,,
Rhamphiophis oxyrhynchus,Rufous beaked snake,Squamata,Colubridae,Rhamphiophis,13.3,,,,,,
Rhinocheilus lecontei,Western long-nosed snake,Squamata,Colubridae,Rhinocheilus,19.8,,,,,,
Salvadora hexalepis,Western patch-nosed snake,Squamata,Colubridae,Salvadora,14.3,,,,,,
Senticolis triaspis,Green rat snake,Squamata,Colubridae,Senticolis,19.8,,,,,,
Spalerosophis diadema,Diademed snake,Squamata,Colubridae,Spalerosophis,17.0,,1.4986301369863,,,,
Spilotes pullatus,Tropical rat snake,Squamata,Colubridae,Spilotes,17.5,,,,,,
Storeria dekayi,Brown snake,Squamata,Colubridae,Storeria,7.0,,2.0,,,,
Storeria occipitomaculata,Redbelly snake,Squamata,Colubridae,Storeria,4.6,,2.0,,,,
Telescopus semiannulatus,Eastern tiger snake,Squamata,Colubridae,Telescopus,7.6,,,,,,
Thamnophis butleri,Butler's garter snake,Squamata,Colubridae,Thamnophis,14.0,,2.0,,,,
Thamnophis couchii,Western aquatic garter snake,Squamata,Colubridae,Thamnophis,7.7,,,,,,
Thamnophis cyrtopsis,Eastern blackneck garter snake,Squamata,Colubridae,Thamnophis,10.8,,,,,,
Thamnophis elegans,Western terrestrial garter snake,Squamata,Colubridae,Thamnophis,20.0,,,,,,
Thamnophis marcianus,Checkered garter snake,Squamata,Colubridae,Thamnophis,7.0,,1.4986301369863,,,,
Thamnophis ordinoides,Northwestern garter snake,Squamata,Colubridae,Thamnophis,15.8,,,,,,
Thamnophis radix,Plains garter snake,Squamata,Colubridae,Thamnophis,8.4,,,,,,
Thamnophis sauritus,Eastern ribbon snake,Squamata,Colubridae,Thamnophis,10.6,,2.0,,,,
Thamnophis sirtalis,Common garter snake,Squamata,Colubridae,Thamnophis,14.0,150.0,2.0,0.273972602739726,,,
Trimorphodon biscutatus,Western lyresnake,Squamata,Colubridae,Trimorphodon,11.8,,,,,,
Uromacer oxyrhynchus,Pointed snake,Squamata,Colubridae,Uromacer,18.9,,,,,,
Virginia striatula,Rough earth snake,Squamata,Colubridae,Virginia,7.2,,1.74931506849315,,,,
Virginia valeriae,Smooth earth snake,Squamata,Colubridae,Virginia,9.5,,,,,,
Cordylus cataphractus,Armadillo girdled lizard,Squamata,Cordylidae,Cordylus,20.2,,,,,,
Cordylus cordylus,Rough-scaled girdled lizard,Squamata,Cordylidae,Cordylus,15.6,,,,,,
Cordylus giganteus,Giant spinytail lizard,Squamata,Cordylidae,Cordylus,24.9,,,,,,
Cordylus warreni,Warren's spinytail lizard,Squamata,Cordylidae,Cordylus,19.8,,,,,,
Gerrhosaurus major,Rough-scaled plated lizard,Squamata,Cordylidae,Gerrhosaurus,24.0,,,,,,
Gerrhosaurus validus,Giant plated lizard,Squamata,Cordylidae,Gerrhosaurus,17.2,,,,,,
Platysaurus guttatus,Lesser flat lizard,Squamata,Cordylidae,Platysaurus,15.6,,,,,,
Platysaurus imperator,Emperor flat lizard,Squamata,Cordylidae,Platysaurus,14.0,,,,,,
Basiliscus plumifrons,Green basilisk,Squamata,Corytophanidae,Basiliscus,13.0,,,,,,
Basiliscus vittatus,Brown basilisk,Squamata,Corytophanidae,Basiliscus,9.1,,,,,,
Corytophanes cristatus,Smooth helmeted iguana,Squamata,Corytophanidae,Corytophanes,7.1,,,,,,
Laemanctus longipes,Eastern casquehead iguana,Squamata,Corytophanidae,Laemanctus,15.4,,,,,,
Anolis bimaculatus,Panther anole,Squamata,Dactyloidae,Anolis,7.0,,,,,,
Anolis carolinensis,Green anole,Squamata,Dactyloidae,Anolis,7.2,,,,,,
Anolis cuvieri,Puerto Rican giant anole,Squamata,Dactyloidae,Anolis,9.2,,,,,,
Anolis equestris,Knight anole,Squamata,Dactyloidae,Anolis,16.5,,,,,,
Anolis roquet,Anole,Squamata,Dactyloidae,Anolis,6.7,,,,,,
Hoplodactylus duvaucelii,Giant gecko,Squamata,Diplodactylidae,Hoplodactylus,25.0,,,,,,
Naultinus elegans,Auckland green gecko,Squamata,Diplodactylidae,Naultinus,20.0,,,,,,
Naultinus gemmeus,Jewelled gecko,Squamata,Diplodactylidae,Naultinus,16.0,,,,,,
Naultinus grayii,Northland green gecko,Squamata,Diplodactylidae,Naultinus,16.0,,,,,,
Naultinus rudis,Rough scale gecko,Squamata,Diplodactylidae,Naultinus,13.0,,,,,,
Oedura marmorata,Marbled velvet gecko,Squamata,Diplodactylidae,Oedura,21.2,,,,,,
Rhacodactylus leachianus,New Caledonia giant gecko,Squamata,Diplodactylidae,Rhacodactylus,8.5,,,,,,
Acanthophis antarcticus,Common death adder,Squamata,Elapidae,Acanthophis,9.3,,,,,,
Aspidelaps lubricus,Coral snake,Squamata,Elapidae,Aspidelaps,9.0,,,,,,
Aspidelaps scutatus,Shieldnose cobra,Squamata,Elapidae,Aspidelaps,13.5,,,,,,
Bungarus caeruleus,Indian krait,Squamata,Elapidae,Bungarus,17.4,,,,,,
Bungarus fasciatus,Red-headed krait,Squamata,Elapidae,Bungarus,13.2,,,,,,
Bungarus multicinctus,Many-banded krait,Squamata,Elapidae,Bungarus,13.7,,,,,,
Dendroaspis angusticeps,Common mamba,Squamata,Elapidae,Dendroaspis,18.8,,,,,,
Dendroaspis jamesoni,Jameson's mamba,Squamata,Elapidae,Dendroaspis,13.1,,,,,,
Dendroaspis polylepis,Black mamba,Squamata,Elapidae,Dendroaspis,26.2,,,,,,
Dendroaspis viridis,Green mamba,Squamata,Elapidae,Dendroaspis,18.7,,,,,,
Elapsoidea sundevallii,Sundevall's garter sanke,Squamata,Elapidae,Elapsoidea,11.6,,,,,,
Hemachatus haemachatus,Ringneck spitting cobra,Squamata,Elapidae,Hemachatus,13.0,,,,,,
Micruroides euryxanthus,Western coral snake,Squamata,Elapidae,Micruroides,17.6,,,,,,
Micrurus fulvius,Eastern coral snake,Squamata,Elapidae,Micrurus,19.0,,,,,,
Naja atra,Indian/golden spitting cobra,Squamata,Elapidae,Naja,11.7,,,,,,
Naja haje,Egyptian cobra,Squamata,Elapidae,Naja,22.1,,,,,,
Naja kaouthia,Indian/monocled cobra,Squamata,Elapidae,Naja,25.4,,,,,,
Naja melanoleuca,Black and white-lipped cobra,Squamata,Elapidae,Naja,29.1,,,,,,
Naja mossambica,Mozambique spitting cobra,Squamata,Elapidae,Naja,16.7,,,,,,
Naja naja,Indian cobra,Squamata,Elapidae,Naja,32.3,,,,,,
Naja nigricollis,Blackneck spitting cobra,Squamata,Elapidae,Naja,23.2,,,,,,
Naja nivea,Cape cobra,Squamata,Elapidae,Naja,26.0,,,,,,
Naja pallida,Red spitting cobra,Squamata,Elapidae,Naja,20.2,,,,,,
Naja samarensis,Indian/southeastern philippine cobra,Squamata,Elapidae,Naja,11.4,,,,,,
Naja sputatrix,Indian/Indochinese spitting cobra,Squamata,Elapidae,Naja,13.5,,,,,,
Notechis scutatus,Mainland tigersnake,Squamata,Elapidae,Notechis,14.1,,,,,,
Ophiophagus hannah,King cobra,Squamata,Elapidae,Ophiophagus,22.5,,,,,,
Oxyuranus scutellatus,Taipan,Squamata,Elapidae,Oxyuranus,15.6,,,,,,
Pseudechis australis,King grown/brown snake,Squamata,Elapidae,Pseudechis,11.1,,,,,,
Pseudechis porphyriacus,Australian purplish death adder,Squamata,Elapidae,Pseudechis,11.6,,,,,,
Eryx colubrinus,Kenya sand-boa,Squamata,Erycidae,Eryx,20.7,,,,,,
Eryx conicus,Rough-scaled sand-boa,Squamata,Erycidae,Eryx,28.2,,,,,,
Eryx jaculus,Caucasian sand-boa,Squamata,Erycidae,Eryx,24.7,,,,,,
Eryx johnii,John's Indian sand-boa,Squamata,Erycidae,Eryx,24.4,,,,,,
Eryx tataricus,Tartar sand-boa,Squamata,Erycidae,Eryx,24.0,,,,,,
Coleonyx elegans,Mexican banded gecko,Squamata,Eublepharidae,Coleonyx,11.0,,,,,,
Coleonyx variegatus,Western banded gecko,Squamata,Eublepharidae,Coleonyx,15.2,,,,,,
Eublepharis macularius,Leopard gecko,Squamata,Eublepharidae,Eublepharis,28.5,,1.0958904109589,0.150684931506849,,,
Hemitheconyx caudicinctus,African fat-tailed gecko,Squamata,Eublepharidae,Hemitheconyx,16.2,,,,,,
Chondrodactylus angulifer,Namib sand gecko,Squamata,Gekkonidae,Chondrodactylus,10.8,,,,,,
