CGid,SYMBOL,seqnames,start,annotation,distanceToTSS,GENENAME,genic,Promoter,main_Categories
cg26736130,LINC01305,chr2,174331833.0,Distal Intergenic,3061.0,long intergenic non-protein coding RNA 1305,False,False,Intergenic_downstream
cg27052685,LINC01831,chr2,104052707.0,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",361300.0,long intergenic non-protein coding RNA 1831,True,False,Intron
cg27242082,NR4A2,chr2,156328905.0,"Intron (ENST00000339562.9/4929, intron 3 of 7)",3815.0,nuclear receptor subfamily 4 group A member 2,True,False,Intron
cg27435767,LINC01798,chr2,66693638.0,"Intron (ENST00000433396.5/100507073, intron 5 of 5)",119608.0,long intergenic non-protein coding RNA 1798,True,False,Intron
cg27553955,KCNG3,chr2,42493186.0,Promoter (<=1kb),795.0,potassium voltage-gated channel modifier subfamily G member 3,True,True,Exon
cg27698932,GACAT3,chr2,16166859.0,Distal Intergenic,86027.0,gastric cancer associated transcript 3,False,False,Intergenic_downstream
cg05704605,ZMYND8,chr20,47238916.0,"Exon (ENST00000311275.11/23613, exon 15 of 22)",116740.0,zinc finger MYND-type containing 8,True,False,Exon
cg07547549,SLC12A5,chr20,46029586.0,"Intron (ENST00000454036.6/57468, intron 1 of 25)",7896.0,solute carrier family 12 member 5,True,False,Intron
cg07878283,LINC00237,chr20,21099887.0,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",6465.0,long intergenic non-protein coding RNA 237,True,False,Intron
cg08402623,TASP1,chr20,13516396.0,"Intron (ENST00000480436.5/55617, intron 10 of 13)",122506.0,taspase 1,True,False,Intron
cg08918292,SLC32A1,chr20,38715913.0,Promoter (8-9kb),-8573.0,solute carrier family 32 member 1,False,True,Promoter
cg09629523,NOL4L,chr20,32581346.0,"Intron (ENST00000375671.7/149950, intron 1 of 2)",3543.0,nucleolar protein 4 like,True,False,Intron
cg11997199,ZNF335,chr20,45962112.0,"Exon (ENST00000322927.3/63925, exon 10 of 28)",10090.0,zinc finger protein 335,True,False,Exon
cg12492738,INSM1,chr20,20363127.0,Promoter (4-5kb),-4976.0,INSM transcriptional repressor 1,False,True,Promoter
cg12761282,TGM3,chr20,2295925.0,"Intron (ENST00000651531.1/7053, intron 2 of 13)",88597.0,transglutaminase 3,True,False,Intron
cg12945551,LINC01524,chr20,52615822.0,"Intron (ENST00000656501.1/101927700, intron 4 of 4)",405179.0,long intergenic non-protein coding RNA 1524,True,False,Intron
cg13182287,RBM39,chr20,35738990.0,3' UTR,3245.0,RNA binding motif protein 39,True,False,threeUTR
cg13884903,LINC00261,chr20,22578708.0,Promoter (<=1kb),-67.0,long intergenic non-protein coding RNA 261,False,True,Promoter
cg14172937,SLC12A5,chr20,46029210.0,5' UTR,7520.0,solute carrier family 12 member 5,True,False,fiveUTR
cg14299268,PLCB4,chr20,9373073.0,"Exon (ENST00000378473.7/5332, exon 11 of 38)",304019.0,phospholipase C beta 4,True,False,Exon
cg14666740,SLC32A1,chr20,38728096.0,"Exon (ENST00000217420.2/140679, exon 2 of 2)",3610.0,solute carrier family 32 member 1,True,False,Exon
cg14762358,VSTM2L,chr20,37905847.0,"Intron (ENST00000373459.4/128434, intron 1 of 1)",2736.0,V-set and transmembrane domain containing 2 like,True,False,Intron
cg15471501,LINC00237,chr20,21103492.0,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2812.0,long intergenic non-protein coding RNA 237,True,False,Intron
cg17318138,SCRT2,chr20,676643.0,Promoter (<=1kb),-842.0,scratch family transcriptional repressor 2,False,True,Promoter
cg17633063,PTPRT,chr20,42897077.0,"Intron (ENST00000356100.6/11122, intron 1 of 30)",292655.0,protein tyrosine phosphatase receptor type T,True,False,Intron
cg18188156,KIZ,chr20,21233098.0,"Intron (ENST00000619574.4/55857, intron 9 of 10)",107115.0,kizuna centrosomal protein,True,False,Intron
cg18851565,ZMYND8,chr20,47238847.0,"Exon (ENST00000311275.11/23613, exon 15 of 22)",116809.0,zinc finger MYND-type containing 8,True,False,Exon
cg19358608,PDYN-AS1,chr20,1943919.0,Promoter (3-4kb),-3326.0,PDYN antisense RNA 1,False,True,Promoter
cg22703759,LINC00489,chr20,37627644.0,Promoter (4-5kb),-4526.0,long intergenic non-protein coding RNA 489,False,True,Promoter
cg04787747,DONSON,chr21,33576435.0,3' UTR,12234.0,downstream neighbor of SON,True,False,threeUTR
cg08909367,OLIG1,chr21,33096020.0,Distal Intergenic,25880.0,oligodendrocyte transcription factor 1,False,False,Intergenic_downstream
cg09984378,SON,chr21,33560685.0,"Intron (ENST00000356577.9/6651, intron 6 of 11)",17647.0,SON DNA binding protein,True,False,Intron
cg10644072,DSCAM,chr21,40846625.0,Promoter (<=1kb),532.0,DS cell adhesion molecule,True,True,Exon
cg11417778,PAXBP1,chr21,32755277.0,"Exon (ENST00000331923.9/94104, exon 8 of 18)",16477.0,PAX3 and PAX7 binding protein 1,True,False,Exon
cg16095149,DSCAM,chr21,40846623.0,Promoter (<=1kb),534.0,DS cell adhesion molecule,True,True,Exon
cg00984060,CACNA1I,chr22,39685515.0,"Intron (ENST00000404898.5/8911, intron 35 of 35)",114762.0,calcium voltage-gated channel subunit alpha1 I,True,False,Intron
cg01061575,PRR5-ARHGAP8,chr22,44702487.0,Promoter (<=1kb),254.0,PRR5-ARHGAP8 readthrough,True,True,fiveUTR
cg01594275,EP300,chr22,41160539.0,"Intron (ENST00000263253.9/2033, intron 19 of 30)",67947.0,E1A binding protein p300,True,False,Intron
cg02042055,CACNG2,chr22,36702522.0,"Exon (ENST00000300105.6/10369, exon 1 of 4)",1035.0,calcium voltage-gated channel auxiliary subunit gamma 2,True,False,Exon
cg05172686,CABP7,chr22,29729506.0,"Exon (ENST00000216144.4/164633, exon 5 of 5)",9503.0,calcium binding protein 7,True,False,Exon
cg07423797,SCUBE1,chr22,43262719.0,"Exon (ENST00000360835.9/80274, exon 5 of 22)",80652.0,"signal peptide, CUB domain and EGF like domain containing 1",True,False,Exon
cg08665685,SMTN,chr22,31104411.0,3' UTR,23092.0,smoothelin,True,False,threeUTR
cg09462662,TNRC6B,chr22,40261868.0,"Exon (ENST00000301923.13/23112, exon 7 of 24)",217051.0,trinucleotide repeat containing adaptor 6B,True,False,Exon
cg10160701,FBLN1,chr22,45535274.0,"Exon (ENST00000402984.7/2192, exon 9 of 16)",32391.0,fibulin 1,True,False,Exon
cg10677704,EWSR1,chr22,29290395.0,"Exon (ENST00000483415.5/2130, exon 8 of 8)",22386.0,EWS RNA binding protein 1,True,False,Exon
cg12373771,TMEM121B,chr22,17120491.0,Promoter (<=1kb),868.0,transmembrane protein 121B,True,True,Exon
cg15746205,EWSR1,chr22,29290369.0,"Exon (ENST00000483415.5/2130, exon 8 of 8)",22360.0,EWS RNA binding protein 1,True,False,Exon
cg16886381,EWSR1,chr22,29291488.0,"Exon (ENST00000479135.5/2130, exon 4 of 12)",23479.0,EWS RNA binding protein 1,True,False,Exon
cg18194685,MN1,chr22,27557962.0,Distal Intergenic,233921.0,"MN1 proto-oncogene, transcriptional regulator",False,False,Intergenic_downstream
cg22929401,KCNJ4,chr22,38460126.0,Promoter (4-5kb),-4928.0,potassium inwardly rectifying channel subfamily J member 4,False,True,Promoter
cg24597392,RBFOX2,chr22,35768289.0,"Exon (ENST00000405409.6/23543, exon 5 of 12)",72249.0,RNA binding fox-1 homolog 2,True,False,Exon
cg25694286,DDX17,chr22,38489317.0,3' UTR,16993.0,DEAD-box helicase 17,True,False,threeUTR
cg00106940,SOX2-OT,chr3,181712691.0,"Exon (ENST00000325404.3/6657, exon 1 of 1)",722921.0,SOX2 overlapping transcript,True,False,Exon
cg00292639,DNAH1,chr3,52393402.0,"Exon (ENST00000420323.6/25981, exon 66 of 78)",77083.0,dynein axonemal heavy chain 1,True,False,Exon
cg00568797,FOXP1,chr3,70960237.0,"Intron (ENST00000318789.9/27086, intron 20 of 20)",623755.0,forkhead box P1,True,False,Intron
cg01309159,TNIK,chr3,171066272.0,"Exon (ENST00000436636.7/23043, exon 32 of 33)",394132.0,TRAF2 and NCK interacting kinase,True,False,Exon
cg01337143,SEMA5B,chr3,122926542.0,"Exon (ENST00000357599.8/54437, exon 9 of 23)",101220.0,semaphorin 5B,True,False,Exon
cg02692845,SOX2-OT,chr3,181712998.0,"Exon (ENST00000325404.3/6657, exon 1 of 1)",723228.0,SOX2 overlapping transcript,True,False,Exon
cg03600207,LOC440982,chr3,147395953.0,"Exon (ENST00000383075.7/84107, exon 3 of 5)",2531.0,uncharacterized LOC440982,True,False,Exon
cg04186556,MECOM,chr3,169121172.0,"Exon (ENST00000264674.7/2122, exon 7 of 17)",25132.0,MDS1 and EVI1 complex locus,True,False,Exon
cg04533279,RBM6,chr3,49999414.0,"Intron (ENST00000442092.5/10180, intron 2 of 16)",59407.0,RNA binding motif protein 6,True,False,Intron
cg04913399,CACNA1D,chr3,53497337.0,"Exon (ENST00000637424.1/776, exon 2 of 47)",168374.0,calcium voltage-gated channel subunit alpha1 D,True,False,Exon
cg05261703,SETD5,chr3,9434050.0,3' UTR,36435.0,SET domain containing 5,True,False,threeUTR
cg05736341,SATB1,chr3,18370871.0,"Intron (ENST00000414318.2/9779, intron 1 of 8)",54467.0,SATB homeobox 1,True,False,Intron
cg05844902,SLC9A9,chr3,143848183.0,Promoter (<=1kb),284.0,solute carrier family 9 member A9,True,True,Exon
cg05911522,LOC440982,chr3,147406611.0,5' UTR,13189.0,uncharacterized LOC440982,True,False,fiveUTR
cg06156376,RSRC1,chr3,158106025.0,Promoter (<=1kb),170.0,arginine and serine rich coiled-coil 1,True,True,fiveUTR
cg06796779,GATA2,chr3,128486084.0,"Exon (ENST00000341105.6/2624, exon 3 of 6)",7100.0,GATA binding protein 2,True,False,Exon
cg07225115,LOC440982,chr3,147407679.0,"Intron (ENST00000472523.1/440982, intron 1 of 1)",14257.0,uncharacterized LOC440982,True,False,Intron
cg08375909,FOXP1,chr3,71004785.0,"Exon (ENST00000647741.1/27086, exon 1 of 10)",579207.0,forkhead box P1,True,False,Exon
cg08438614,SOX14,chr3,137606468.0,Distal Intergenic,-157847.0,SRY-box transcription factor 14,False,False,Intergenic_upstream
cg08938156,LOC440982,chr3,147409417.0,5' UTR,15995.0,uncharacterized LOC440982,True,False,fiveUTR
cg09061197,MSL2,chr3,136151421.0,"Exon (ENST00000309993.3/55167, exon 2 of 2)",44913.0,MSL complex subunit 2,True,False,Exon
cg10146459,BCL6,chr3,187743875.0,5' UTR,1849.0,BCL6 transcription repressor,True,False,fiveUTR
cg10246778,MECOM,chr3,169574481.0,"Intron (ENST00000651503.2/2122, intron 1 of 16)",89230.0,MDS1 and EVI1 complex locus,True,False,Intron
cg10609096,ARMC8,chr3,138245202.0,3' UTR,57954.0,armadillo repeat containing 8,True,False,threeUTR
cg10710448,LOC440982,chr3,147410944.0,"Exon (ENST00000282928.5/7545, exon 1 of 3)",17522.0,uncharacterized LOC440982,True,False,Exon
cg11084334,LHFPL4,chr3,9552580.0,"Exon (ENST00000287585.8/375323, exon 2 of 4)",1241.0,LHFPL tetraspan subfamily member 4,True,False,Exon
cg12722365,LINC02032,chr3,148075939.0,Promoter (<=1kb),-493.0,long intergenic non-protein coding RNA 2032,True,True,Promoter
cg12830057,MITF,chr3,69879222.0,"Exon (ENST00000352241.8/4286, exon 2 of 10)",139787.0,melanocyte inducing transcription factor,True,False,Exon
cg12841266,LHFPL4,chr3,9552409.0,"Exon (ENST00000287585.8/375323, exon 2 of 4)",1412.0,LHFPL tetraspan subfamily member 4,True,False,Exon
cg12965599,LOC440982,chr3,147408137.0,"Intron (ENST00000472523.1/440982, intron 1 of 1)",14715.0,uncharacterized LOC440982,True,False,Intron
cg13383038,FOXP1,chr3,71524984.0,"Intron (ENST00000318789.9/27086, intron 2 of 20)",59008.0,forkhead box P1,True,False,Intron
cg13655781,P2RY1,chr3,152835992.0,Promoter (<=1kb),861.0,purinergic receptor P2Y1,True,True,Exon
cg13702222,MBNL1,chr3,152299451.0,5' UTR,55623.0,muscleblind like splicing regulator 1,True,False,fiveUTR
cg14322760,TRIM59-IFT80,chr3,160402676.0,5' UTR,47152.0,TRIM59-IFT80 protein,True,False,fiveUTR
cg14412072,ZBTB20,chr3,114716274.0,"Intron (ENST00000357258.8/26137, intron 4 of 9)",430996.0,zinc finger and BTB domain containing 20,True,False,Intron
cg15030317,RSRC1,chr3,158234032.0,"Intron (ENST00000480820.5/51319, intron 4 of 9)",128177.0,arginine and serine rich coiled-coil 1,True,False,Intron
cg15094970,SOX2-OT,chr3,181699580.0,"Exon (ENST00000600801.7/347689, exon 1 of 3)",709810.0,SOX2 overlapping transcript,True,False,Exon
cg15809488,RARB,chr3,25428622.0,5' UTR,254290.0,retinoic acid receptor beta,True,False,fiveUTR
cg15810562,FOXP1,chr3,71054581.0,"Intron (ENST00000318789.9/27086, intron 7 of 20)",529411.0,forkhead box P1,True,False,Intron
cg15903282,EPHB1,chr3,134794848.0,"Intron (ENST00000460895.5/2047, intron 2 of 3)",179483.0,EPH receptor B1,True,False,Intron
cg16366505,SMIM4,chr3,52558410.0,"Exon (ENST00000296302.11/55193, exon 26 of 30)",21805.0,small integral membrane protein 4,True,False,Exon
cg16591739,CNBP,chr3,129171214.0,"Exon (ENST00000502976.5/7555, exon 4 of 5)",12690.0,CCHC-type zinc finger nucleic acid binding protein,True,False,Exon
cg17041137,STAG1,chr3,136568767.0,5' UTR,183610.0,stromal antigen 1,True,False,fiveUTR
cg17356452,ZBTB38,chr3,141387078.0,"Exon (ENST00000507657.1/253461, exon 4 of 4)",62865.0,zinc finger and BTB domain containing 38,True,False,Exon
cg17708456,MECOM,chr3,169663775.0,Promoter (<=1kb),0.0,MDS1 and EVI1 complex locus,True,True,fiveUTR
cg17819031,SEMA5B,chr3,122926485.0,"Exon (ENST00000357599.8/54437, exon 9 of 23)",101277.0,semaphorin 5B,True,False,Exon
cg18169540,DVL3,chr3,184170708.0,"Exon (ENST00000313143.9/1857, exon 15 of 15)",15331.0,dishevelled segment polarity protein 3,True,False,Exon
cg18418719,FOXP1,chr3,70972083.0,3' UTR,611909.0,forkhead box P1,True,False,threeUTR
cg18987683,KPNA4,chr3,160565270.0,Promoter (<=1kb),300.0,karyopherin subunit alpha 4,True,True,Exon
cg19054310,MECOM,chr3,169579380.0,"Intron (ENST00000651503.2/2122, intron 1 of 16)",84331.0,MDS1 and EVI1 complex locus,True,False,Intron
cg19719499,GSK3B,chr3,119923407.0,"Exon (ENST00000264235.12/2932, exon 4 of 11)",171009.0,glycogen synthase kinase 3 beta,True,False,Exon
cg19931377,ZBTB20,chr3,114616166.0,"Intron (ENST00000357258.8/26137, intron 5 of 9)",531104.0,zinc finger and BTB domain containing 20,True,False,Intron
cg19981759,LOC440982,chr3,147409413.0,5' UTR,15991.0,uncharacterized LOC440982,True,False,fiveUTR
cg20076842,ZCWPW2,chr3,28576252.0,5' UTR,227074.0,zinc finger CW-type and PWWP domain containing 2,True,False,fiveUTR
cg20452275,EIF4G1,chr3,184320228.0,"Intron (ENST00000346169.6/1981, intron 7 of 32)",5733.0,eukaryotic translation initiation factor 4 gamma 1,True,False,Intron
cg21132526,SATB1,chr3,18370886.0,"Intron (ENST00000414318.2/9779, intron 1 of 8)",54452.0,SATB homeobox 1,True,False,Intron
cg21608448,MSL2,chr3,136151451.0,"Exon (ENST00000309993.3/55167, exon 2 of 2)",44883.0,MSL complex subunit 2,True,False,Exon
cg21871906,MECOM,chr3,169241235.0,"Intron (ENST00000651503.2/2122, intron 2 of 16)",422476.0,MDS1 and EVI1 complex locus,True,False,Intron
cg22057106,ZBTB20-AS5,chr3,114484274.0,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",38753.0,ZBTB20 antisense RNA 5,True,False,Intron
cg22264409,PROK2,chr3,71779257.0,"Intron (ENST00000295619.4/60675, intron 2 of 3)",5890.0,prokineticin 2,True,False,Intron
cg22380921,CADM2,chr3,84959635.0,Promoter (<=1kb),654.0,cell adhesion molecule 2,True,True,Exon
cg23449696,LOC440982,chr3,147408155.0,"Intron (ENST00000472523.1/440982, intron 1 of 1)",14733.0,uncharacterized LOC440982,True,False,Intron
cg23752476,ZBTB20-AS3,chr3,114875122.0,"Intron (ENST00000498630.1/104413890, intron 2 of 2)",2008.0,ZBTB20 antisense RNA 3,True,False,Intron
cg24866418,LHFPL4,chr3,9552398.0,"Exon (ENST00000287585.8/375323, exon 2 of 4)",1423.0,LHFPL tetraspan subfamily member 4,True,False,Exon
cg24952195,SATB1,chr3,18356048.0,"Intron (ENST00000414318.2/9779, intron 1 of 8)",69290.0,SATB homeobox 1,True,False,Intron
cg25033328,MBNL1,chr3,152446541.0,"Intron (ENST00000282486.10/4154, intron 5 of 9)",178501.0,muscleblind like splicing regulator 1,True,False,Intron
cg25731502,MBNL1,chr3,152299732.0,5' UTR,55904.0,muscleblind like splicing regulator 1,True,False,fiveUTR
cg26614073,SCAP,chr3,47476329.0,Promoter (<=1kb),796.0,SREBF chaperone,True,True,Promoter
cg27096599,PTPRG,chr3,61562277.0,Promoter (<=1kb),708.0,protein tyrosine phosphatase receptor type G,True,True,fiveUTR
cg27208811,ZBTB20-AS5,chr3,114455346.0,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",9825.0,ZBTB20 antisense RNA 5,True,False,Intron
cg27275508,SOX2-OT,chr3,181707923.0,"Intron (ENST00000660576.1/347689, intron 5 of 6)",718153.0,SOX2 overlapping transcript,True,False,Intron
cg27291552,ZBTB47,chr3,42659736.0,"Exon (ENST00000232974.11/92999, exon 2 of 6)",6039.0,zinc finger and BTB domain containing 47,True,False,Exon
cg00788877,FAM53A,chr4,1598753.0,Distal Intergenic,46200.0,family with sequence similarity 53 member A,False,False,Intergenic_downstream
cg01511232,LRAT,chr4,154740777.0,"Intron (ENST00000502525.5/9227, intron 3 of 3)",113816.0,lecithin retinol acyltransferase,True,False,Intron
cg01648756,LRBA,chr4,150490965.0,3' UTR,524318.0,LPS responsive beige-like anchor protein,True,False,threeUTR
cg01712842,NEUROG2-AS1,chr4,112523624.0,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",8193.0,NEUROG2 and ZGRF1 antisense RNA 1,True,False,Intron
cg02553697,LRBA,chr4,150794947.0,"Intron (ENST00000651943.1/987, intron 34 of 56)",220336.0,LPS responsive beige-like anchor protein,True,False,Intron
cg02658193,LEF1-AS1,chr4,108173473.0,"Exon (ENST00000436413.5/641518, exon 2 of 3)",5948.0,LEF1 antisense RNA 1,True,False,Exon
cg02783173,NEUROG2-AS1,chr4,112521614.0,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",6183.0,NEUROG2 and ZGRF1 antisense RNA 1,True,False,Intron
cg02953590,MAML3,chr4,140153008.0,"Exon (ENST00000509479.6/55534, exon 1 of 5)",1175.0,mastermind like transcriptional coactivator 3,True,False,Exon
cg03103192,SPATA18,chr4,52051105.0,Promoter (<=1kb),-198.0,spermatogenesis associated 18,False,True,Promoter
cg03605454,IQCM,chr4,149885131.0,"Intron (ENST00000508106.5/285423, intron 1 of 6)",11101.0,IQ motif containing M,True,False,Intron
cg04577801,HAND2-AS1,chr4,173531182.0,"Exon (ENST00000505032.5/79804, exon 3 of 3)",3912.0,HAND2 antisense RNA 1,True,False,Exon
cg05474883,HNRNPD,chr4,82354926.0,3' UTR,19064.0,heterogeneous nuclear ribonucleoprotein D,True,False,threeUTR
cg05584618,UNC5C,chr4,95505316.0,"Intron (ENST00000453304.6/8633, intron 1 of 15)",43656.0,unc-5 netrin receptor C,True,False,Intron
cg06679388,MAML3,chr4,140094103.0,"Intron (ENST00000509479.6/55534, intron 1 of 4)",60080.0,mastermind like transcriptional coactivator 3,True,False,Intron
cg06679868,GRIA2,chr4,157363026.0,"Exon (ENST00000507898.5/2891, exon 15 of 16)",142883.0,glutamate ionotropic receptor AMPA type subunit 2,True,False,Exon
cg10603790,LEF1,chr4,108141597.0,"Intron (ENST00000379951.6/51176, intron 3 of 9)",27358.0,lymphoid enhancer binding factor 1,True,False,Intron
cg11128281,LRBA,chr4,150599078.0,3' UTR,416205.0,LPS responsive beige-like anchor protein,True,False,threeUTR
cg11252613,LINC02360,chr4,11869369.0,Distal Intergenic,-99901.0,long intergenic non-protein coding RNA 2360,False,False,Intergenic_upstream
cg11664765,TENM3,chr4,182601068.0,"Exon (ENST00000511685.6/55714, exon 4 of 28)",357666.0,teneurin transmembrane protein 3,True,False,Exon
cg12428891,LCORL,chr4,17884546.0,"Exon (ENST00000382224.5/254251, exon 7 of 7)",137329.0,ligand dependent nuclear receptor corepressor like,True,False,Exon
cg13006563,GRID2,chr4,93772112.0,"Exon (ENST00000282020.9/2895, exon 16 of 16)",1468146.0,glutamate ionotropic receptor delta type subunit 2,True,False,Exon
cg14656600,MAML3,chr4,140151379.0,"Intron (ENST00000509479.6/55534, intron 1 of 4)",2804.0,mastermind like transcriptional coactivator 3,True,False,Intron
cg15741341,EPHA5,chr4,65490521.0,"Exon (ENST00000273854.7/2044, exon 5 of 18)",179821.0,EPH receptor A5,True,False,Exon
cg15809618,MSX1,chr4,4855709.0,Promoter (3-4kb),-3955.0,msh homeobox 1,False,True,Promoter
cg17213306,LOC105377480,chr4,148949977.0,Promoter (7-8kb),-7562.0,uncharacterized LOC105377480,True,True,Promoter
cg19604874,PCDH7,chr4,30920159.0,"Exon (ENST00000511884.6/5099, exon 2 of 3)",197805.0,protocadherin 7,True,False,Exon
cg19692957,POU4F2,chr4,146654806.0,Distal Intergenic,15913.0,POU class 4 homeobox 2,False,False,Intergenic_downstream
cg20049544,CNOT6L,chr4,77776300.0,"Exon (ENST00000649644.1/246175, exon 2 of 12)",43019.0,CCR4-NOT transcription complex subunit 6 like,True,False,Exon
cg20140365,CHIC2,chr4,54015737.0,"Intron (ENST00000507166.5/5156, intron 12 of 23)",48867.0,cysteine rich hydrophobic domain 2,True,False,Intron
cg20306751,NDUFC1,chr4,139301542.0,5' UTR,1008.0,NADH:ubiquinone oxidoreductase subunit C1,True,False,fiveUTR
cg20370622,PHOX2B,chr4,41748222.0,Promoter (<=1kb),747.0,paired like homeobox 2B,True,True,Promoter
cg23783364,NKX6-1,chr4,84443569.0,Distal Intergenic,53381.0,NK6 homeobox 1,False,False,Intergenic_downstream
cg24713486,C1QTNF7-AS1,chr4,15008358.0,"Exon (ENST00000507071.6/132864, exon 3 of 11)",419507.0,C1QTNF7 antisense RNA 1,True,False,Exon
cg25518911,STOX2,chr4,183906880.0,"Exon (ENST00000308497.9/56977, exon 1 of 4)",109188.0,storkhead box 2,True,False,Exon
cg25662803,LRBA,chr4,150490968.0,3' UTR,524315.0,LPS responsive beige-like anchor protein,True,False,threeUTR
cg00249943,TRPC7,chr5,136274770.0,"Exon (ENST00000513104.5/57113, exon 4 of 12)",90766.0,transient receptor potential cation channel subfamily C member 7,True,False,Exon
cg00296110,PSD2-AS1,chr5,139759648.0,Distal Intergenic,-12243.0,PSD2 antisense RNA 1,False,False,Intergenic_upstream
cg00422680,RANBP17,chr5,171294749.0,"Intron (ENST00000389118.8/64901, intron 28 of 29)",432817.0,RAN binding protein 17,True,False,Intron
cg00817637,TBCA,chr5,77844514.0,"Intron (ENST00000522370.1/6902, intron 1 of 3)",24265.0,tubulin folding cofactor A,True,False,Intron
cg00900456,PITX1,chr5,135031343.0,"Exon (ENST00000265340.12/5307, exon 2 of 3)",2884.0,paired like homeodomain 1,True,False,Exon
cg01036016,NIPBL,chr5,36995702.0,"Exon (ENST00000282516.13/25836, exon 11 of 47)",118933.0,NIPBL cohesin loading factor,True,False,Exon
cg02474352,AP3B1,chr5,78062859.0,"Intron (ENST00000255194.10/8546, intron 22 of 26)",231895.0,adaptor related protein complex 3 subunit beta 1,True,False,Intron
cg03225070,DBN1,chr5,177456945.0,3' UTR,16795.0,drebrin 1,True,False,threeUTR
cg03225697,NRG2,chr5,139847724.0,3' UTR,195574.0,neuregulin 2,True,False,threeUTR
cg03603997,TMEM161B,chr5,87944608.0,"Intron (ENST00000668454.1/ENST00000668454.1, intron 2 of 3)",253843.0,transmembrane protein 161B,True,False,Intron
cg03683773,AP3B1,chr5,78129253.0,"Exon (ENST00000255194.10/8546, exon 16 of 27)",165501.0,adaptor related protein complex 3 subunit beta 1,True,False,Exon
cg03856216,TGFBI,chr5,136059173.0,5' UTR,30185.0,transforming growth factor beta induced,True,False,fiveUTR
cg04363039,AP3B1,chr5,78017237.0,"Intron (ENST00000255194.10/8546, intron 25 of 26)",277517.0,adaptor related protein complex 3 subunit beta 1,True,False,Intron
cg04373810,ZNF608,chr5,124747495.0,"Intron (ENST00000509799.5/57507, intron 1 of 4)",1311.0,zinc finger protein 608,True,False,Intron
cg04998737,OTP,chr5,77645403.0,Promoter (5-6kb),-5716.0,orthopedia homeobox,False,True,Promoter
cg05035366,TENM2,chr5,168126846.0,"Exon (ENST00000518659.5/57451, exon 12 of 29)",842047.0,teneurin transmembrane protein 2,True,False,Exon
cg05207134,DDX46,chr5,134790076.0,"Intron (ENST00000628477.2/9879, intron 11 of 11)",31305.0,DEAD-box helicase 46,True,False,Intron
cg05475048,TRPC7,chr5,136274834.0,"Exon (ENST00000513104.5/57113, exon 4 of 12)",90702.0,transient receptor potential cation channel subfamily C member 7,True,False,Exon
cg06259996,NR2F1-AS1,chr5,93585317.0,Promoter (<=1kb),304.0,NR2F1 antisense RNA 1,True,True,Exon
cg06482098,CTNND2,chr5,11384925.0,"Exon (ENST00000304623.13/1501, exon 7 of 22)",519520.0,catenin delta 2,True,False,Exon
cg06721379,NDST1,chr5,150542966.0,"Exon (ENST00000523767.5/3340, exon 10 of 14)",45188.0,N-deacetylase and N-sulfotransferase 1,True,False,Exon
cg07292994,NIPBL-DT,chr5,36876731.0,Promoter (<=1kb),-32.0,NIPBL divergent transcript,False,True,Promoter
cg07332354,MEF2C-AS1,chr5,88883996.0,Promoter (<=1kb),668.0,MEF2C antisense RNA 1,True,True,Promoter
cg07383477,LOC102546299,chr5,164560638.0,"Intron (ENST00000517508.5/102546299, intron 4 of 5)",263942.0,uncharacterized LOC102546299,True,False,Intron
cg07875786,NR2F1,chr5,93583221.0,Promoter (<=1kb),0.0,nuclear receptor subfamily 2 group F member 1,True,True,fiveUTR
cg08030321,NR2F1-AS1,chr5,93191253.0,Distal Intergenic,231081.0,NR2F1 antisense RNA 1,False,False,Intergenic_downstream
cg08212459,TBCA,chr5,77847813.0,"Intron (ENST00000522370.1/6902, intron 1 of 3)",20966.0,tubulin folding cofactor A,True,False,Intron
cg08508546,NR2F1-AS1,chr5,92713399.0,Distal Intergenic,708936.0,NR2F1 antisense RNA 1,False,False,Intergenic_downstream
cg08662919,NR2F1-AS1,chr5,92695765.0,Distal Intergenic,726570.0,NR2F1 antisense RNA 1,False,False,Intergenic_downstream
cg09578613,NIPBL,chr5,37060950.0,"Exon (ENST00000282516.13/25836, exon 45 of 47)",184181.0,NIPBL cohesin loading factor,True,False,Exon
cg10040493,OTP,chr5,77641298.0,Promoter (1-2kb),-1611.0,orthopedia homeobox,False,True,Promoter
cg11160393,TBCA,chr5,77725227.0,"Intron (ENST00000380377.8/6902, intron 1 of 3)",51133.0,tubulin folding cofactor A,True,False,Intron
cg11217865,NRG2,chr5,139847733.0,3' UTR,195565.0,neuregulin 2,True,False,threeUTR
cg11327514,RANBP17,chr5,171172262.0,"Intron (ENST00000389118.8/64901, intron 17 of 29)",310330.0,RAN binding protein 17,True,False,Intron
cg11700079,TLX3,chr5,171310377.0,"Exon (ENST00000296921.6/30012, exon 2 of 3)",1129.0,T cell leukemia homeobox 3,True,False,Exon
cg11904056,NR2F1-AS1,chr5,93583204.0,"Intron (ENST00000659336.1/441094, intron 1 of 4)",2417.0,NR2F1 antisense RNA 1,True,False,Intron
